,Unnamed: 0,City,Candidate (HTML),Status,Reason,Ordre,Libellé de la liste,Code nuance de liste,Numéro de panneau,Code circonscription,Code département,Libellé département,Code commune,Libellé commune,% Voix/exprimés,Libellé de liste,Code commune str,% Voix/exprimés str,population,latitude_centre,longitude_centre,dep_nom,reg_nom,nom_standard,superficie_km2,densite
183,183,Aubenas,Patricia ROUX,Found,Match successful.,2.0,Aubenas en commun,LUG,3.0,7019,7.0,Ardèche,7019.0,Aubenas,"30,20%",Aubenas en commun,7019,30.2,,,,,,,,
184,184,Aubignan,Jean-Claude Szaleniec,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
185,185,Aurillac,Claudine FLEY,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
186,186,Athis-Mons,Marc TERRISSE,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
187,187,Balma,Laurent MERIC,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
188,188,Banyuls Sur Mer,Valérie Barreda,Found,Match successful.,7.0,"BANYULS, UN VILLAGE EN COMMUN",LDVG,2.0,66016,66.0,Pyrénées-Orientales,66016.0,Banyuls-sur-Mer,"54,98%","BANYULS, UN VILLAGE EN COMMUN",66016,54.98,4671.0,42.462,3.1,Pyrénées-Orientales,Occitanie,Banyuls-sur-Mer,43.0,108.0
189,189,Bezons,Gilles Rebagliato,Found,Match successful.,4.0,BEZONS VILLE D'AVENIR,LSOC,3.0,95063,95.0,Val-d'Oise,95063.0,Bezons,"43,11%",BEZONS VILLE D'AVENIR,95063,43.11,32017.0,48.926,2.211,Val-d'Oise,Île-de-France,Bezons,4.0,7660.0
190,190,Bihorel,Jean-Christophe Chatelain,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
191,191,Blagnac,Catherine Elissalde,Found,Match successful.,18.0,UNIS POUR BLAGNAC,LDVG,1.0,31069,31.0,Haute-Garonne,31069.0,Blagnac,"55,43%",UNIS POUR BLAGNAC,31069,55.43,26466.0,43.642,1.379,Haute-Garonne,Occitanie,Blagnac,17.0,1539.0
192,192,Blagnac,Jean Marc Fuentes,Found,Match successful.,27.0,UNIS POUR BLAGNAC,LDVG,1.0,31069,31.0,Haute-Garonne,31069.0,Blagnac,"55,43%",UNIS POUR BLAGNAC,31069,55.43,26466.0,43.642,1.379,Haute-Garonne,Occitanie,Blagnac,17.0,1539.0
193,193,Blars,Nicolas Debaisieux,Found,Match successful.,1.0,ÉQUIPE BLARSOISE 2026,,1.0,46031,46.0,Lot,46031.0,Blars,"100,00%",ÉQUIPE BLARSOISE 2026,46031,100.0,133.0,44.575,1.727,Lot,Occitanie,Blars,26.0,5.0
194,194,Boulazac Isle Manoire,Nicolas Duru,Found,Match successful.,6.0,ENSEMBLE POUR BOULAZAC ISLE MANOIRE,LDVG,1.0,24053,24.0,Dordogne,24053.0,Boulazac Isle Manoire,"52,88%",ENSEMBLE POUR BOULAZAC ISLE MANOIRE,24053,52.88,10697.0,45.174,0.769,Dordogne,Nouvelle-Aquitaine,Boulazac Isle Manoire,15.0,733.0
195,195,Brié Et Angonnes,Pierre Trovero,Found,Match successful.,3.0,AGIR AUTREMENT ET ENSEMBLE,,3.0,38059,38.0,Isère,38059.0,Brié-et-Angonnes,"24,02%",AGIR AUTREMENT ET ENSEMBLE,38059,24.02,2521.0,45.123,5.779,Isère,Auvergne-Rhône-Alpes,Brié-et-Angonnes,10.0,256.0
196,196,Bures-sur-Yvette,Estelle ODE,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
197,197,Bures-sur-Yvette,Nicholas SZECHENYI,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
198,198,Cachan,Terrisse Safae,Found,Match successful.,29.0,Cachan en commun 2026 avec Hélène de COMARMOND,LUG,3.0,94016,94.0,Val-de-Marne,94016.0,Cachan,"64,39%",Cachan en commun 2026 avec Hélène de COMARMOND,94016,64.39,30592.0,48.792,2.332,Val-de-Marne,Île-de-France,Cachan,3.0,11004.0
199,199,Calais,Francois DUVETTE,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
200,200,Canteleu,Gilles Burel,Found,Match successful.,3.0,ENSEMBLE POUR CANTELEU,LUG,2.0,76157,76.0,Seine-Maritime,76157.0,Canteleu,"66,68%",ENSEMBLE POUR CANTELEU,76157,66.68,13966.0,49.433,1.014,Seine-Maritime,Normandie,Canteleu,18.0,792.0
201,201,Carpiquet,Gérald LE ROUX,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
202,202,Castanet-Tolosan,Lacour Emeline,Found,Match successful.,7.0,Castanet en commun,LDVG,2.0,31113,31.0,Haute-Garonne,31113.0,Castanet-Tolosan,"27,77%",Castanet en commun,31113,27.77,14903.0,43.514,1.504,Haute-Garonne,Occitanie,Castanet-Tolosan,8.0,1809.0
203,203,Castelnau-Le-Lez,Cristol Sébastien,Found,Match successful.,2.0,RÉINVENTER CASTELNAU-LE-LEZ,LSOC,5.0,34057,34.0,Hérault,34057.0,Castelnau-le-Lez,"15,20%",RÉINVENTER CASTELNAU-LE-LEZ,34057,15.2,24888.0,43.638,3.913,Hérault,Occitanie,Castelnau-le-Lez,11.0,2242.0
204,204,Cenon,Danielou Emmanuel,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
205,205,Cesson,Hugon Claudine,Found,Match successful.,20.0,NOUVEAU DEPART POUR CESSON,LUG,1.0,77067,77.0,Seine-et-Marne,77067.0,Cesson,"35,11%",NOUVEAU DEPART POUR CESSON,77067,35.11,11140.0,48.565,2.595,Seine-et-Marne,Île-de-France,Cesson,7.0,1598.0
206,206,Chaponnay,Odet Herve,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
207,207,Château-Gontier-Sur-Mayenne,Julien Joufflineau,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
208,208,Chateau-Thierry,Froidefond Olivier,Found,Match successful.,7.0,UNI.E.S POUR CHÂTEAU-THIERRY,LUG,1.0,2168,2.0,Aisne,2168.0,Château-Thierry,"25,59%",UNI.E.S POUR CHÂTEAU-THIERRY,2168,25.59,,,,,,,,
209,209,Chatel En Trieves,Lacroix Fanny,Found,Match successful.,1.0,Continuons ensemble Châtel en Trièves,,1.0,38456,38.0,Isère,38456.0,Châtel-en-Trièves,"100,00%",Continuons ensemble Châtel en Trièves,38456,100.0,491.0,44.849,5.804,Isère,Auvergne-Rhône-Alpes,Châtel-en-Trièves,21.0,23.0
210,210,Châtellerault,Trousselle Yves,Found,Match successful.,3.0,AVEC VOUS CHATELLERAULT EN GRAND,LMDM,5.0,86066,86.0,Vienne,86066.0,Châtellerault,"13,38%",AVEC VOUS CHATELLERAULT EN GRAND,86066,13.38,31284.0,46.816,0.553,Vienne,Nouvelle-Aquitaine,Châtellerault,52.0,604.0
211,211,Châtenay-Malabry,Dinh-Phong NGUYEN,Found,Match successful.,15.0,Réinventons Châtenay-Malabry,LUG,1.0,92019,92.0,Hauts-de-Seine,92019.0,Châtenay-Malabry,"30,15%",Réinventons Châtenay-Malabry,92019,30.15,34898.0,48.768,2.263,Hauts-de-Seine,Île-de-France,Châtenay-Malabry,6.0,5478.0
212,212,Châtillon,Eva LINARES CRUZ,Found,Match successful.,9.0,J'Aime Châtillon,LDVG,1.0,92020,92.0,Hauts-de-Seine,92020.0,Châtillon,"61,59%",J'Aime Châtillon,92020,61.59,36777.0,48.803,2.288,Hauts-de-Seine,Île-de-France,Châtillon,3.0,12552.0
213,213,Châtillon,Vincent VAUDOUR,Found,Match successful.,34.0,J'Aime Châtillon,LDVG,1.0,92020,92.0,Hauts-de-Seine,92020.0,Châtillon,"61,59%",J'Aime Châtillon,92020,61.59,36777.0,48.803,2.288,Hauts-de-Seine,Île-de-France,Châtillon,3.0,12552.0
214,214,Chaux,Frédéric BEGOT,Found,Match successful.,17.0,"Chaux, un village qui avance",,1.0,90023,90.0,Territoire de Belfort,90023.0,Chaux,"100,00%","Chaux, un village qui avance",90023,100.0,1179.0,47.712,6.838,Territoire de Belfort,Bourgogne-Franche-Comté,Chaux,9.0,125.0
215,215,Chemilly,Cabanel Claire,Found,Match successful.,1.0,"CHEMILLY, NOTRE VILLAGE, NOTRE AVENIR",,1.0,3073,3.0,Allier,3073.0,Chemilly,"100,00%","CHEMILLY, NOTRE VILLAGE, NOTRE AVENIR",3073,100.0,,,,,,,,
216,216,Chinon,Ralle Pierre,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
217,217,Choisy-Le-Roi,Bintou Traoré,Found,Match successful.,12.0,Construisons Ensemble Choisy-Le-Roi,LDVG,6.0,94022,94.0,Val-de-Marne,94022.0,Choisy-le-Roi,"6,75%",Construisons Ensemble Choisy-Le-Roi,94022,6.75,46129.0,48.764,2.417,Val-de-Marne,Île-de-France,Choisy-le-Roi,5.0,8527.0
218,218,Concarneau,Le Bras Antony,Found,Match successful.,3.0,Concarneau citoyenne et participative,LDVG,3.0,29039,29.0,Finistère,29039.0,Concarneau,"32,14%",Concarneau citoyenne et participative,29039,32.14,20607.0,47.897,-3.907,Finistère,Bretagne,Concarneau,41.0,502.0
219,219,Cournon D’Auvergne,Géraldine Alexandre,Found,Match successful.,2.0,VIVONS COURNON,LUG,3.0,63124,63.0,Puy-de-Dôme,63124.0,Cournon-d'Auvergne,"46,97%",VIVONS COURNON,63124,46.97,20193.0,45.743,3.187,Puy-de-Dôme,Auvergne-Rhône-Alpes,Cournon-d'Auvergne,19.0,1071.0
220,220,Crolles,Roets Eric,Found,Match successful.,5.0,VIVRE CROLLES,LDVG,3.0,38140,38.0,Isère,38140.0,Crolles,"41,03%",VIVRE CROLLES,38140,41.03,8317.0,45.282,5.889,Isère,Auvergne-Rhône-Alpes,Crolles,15.0,573.0
221,221,Crozon,Quillevere Andre,Found,Match successful.,10.0,CROZON AVEC VOUS,LDVG,4.0,29042,29.0,Finistère,29042.0,Crozon,"28,21%",CROZON AVEC VOUS,29042,28.21,7321.0,48.245,-4.492,Finistère,Bretagne,Crozon,81.0,91.0
222,222,Cugnaux,Albert SANCHEZ,Found,Match successful.,1.0,AVEC VOUS POUR CUGNAUX,LUG,3.0,31157,31.0,Haute-Garonne,31157.0,Cugnaux,"18,72%",AVEC VOUS POUR CUGNAUX,31157,18.72,20341.0,43.545,1.343,Haute-Garonne,Occitanie,Cugnaux,13.0,1562.0
223,223,Échirolles,Adelaziz SERRAG,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
224,224,Enghien-Les-Bains,Rachel Molère-Attal,Found,Match successful.,1.0,NOUVELLE VAGUE,LDVG,1.0,95210,95.0,Val-d'Oise,95210.0,Enghien-les-Bains,"20,41%",NOUVELLE VAGUE,95210,20.41,11440.0,48.97,2.305,Val-d'Oise,Île-de-France,Enghien-les-Bains,2.0,6500.0
225,225,Évron,Guillaume Bertrand,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
226,226,Évron,Cécile Charonnat,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
227,227,Falaise,Cecile Levaguerèse,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
228,228,Fleury-Les-Aubrais,Varagne Sébastien,Found,Match successful.,18.0,FIERS D'ÊTRE FLEURYSSOIS,LUG,6.0,45147,45.0,Loiret,45147.0,Fleury-les-Aubrais,"31,91%",FIERS D'ÊTRE FLEURYSSOIS,45147,31.91,21438.0,47.939,1.92,Loiret,Centre-Val de Loire,Fleury-les-Aubrais,10.0,2110.0
229,229,Fontenay-aux-Roses,Antoine PETIT,Found,Match successful.,13.0,L'ELAN CITOYEN POUR FONTENAY !,LDVG,1.0,92032,92.0,Hauts-de-Seine,92032.0,Fontenay-aux-Roses,"22,02%",L'ELAN CITOYEN POUR FONTENAY !,92032,22.02,24772.0,48.79,2.287,Hauts-de-Seine,Île-de-France,Fontenay-aux-Roses,3.0,9791.0
230,230,Fos-sur-Mer,Anne-Caroline WALTER-CIPREO,Found,Match successful.,2.0,NOTRE FOS,LDVG,4.0,13039,13.0,Bouches-du-Rhône,13039.0,Fos-sur-Mer,"30,70%",NOTRE FOS,13039,30.7,15469.0,43.456,4.904,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Fos-sur-Mer,89.0,174.0
231,231,Fresnes,Nikolaus Schmitt,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
232,232,Frontignan,Félix Stiefvater,Found,Match successful.,29.0,"FRONTIGNAN - LA PEYRADE, TOUJOURS AVEC PASSION !",LUG,2.0,34108,34.0,Hérault,34108.0,Frontignan,"51,16%","FRONTIGNAN - LA PEYRADE, TOUJOURS AVEC PASSION !",34108,51.16,23808.0,43.448,3.749,Hérault,Occitanie,Frontignan,40.0,598.0
233,233,Garches,Ledru Sophie,Found,Match successful.,3.0,Garches autrement,LDVG,4.0,92033,92.0,Hauts-de-Seine,92033.0,Garches,"16,31%",Garches autrement,92033,16.31,17898.0,48.845,2.187,Hauts-de-Seine,Île-de-France,Garches,3.0,6604.0
234,234,Gardanne,Jean-Michel CORDIER,Found,Match successful.,11.0,ENSEMBLE CHANGEONS DE CAP POUR GARDANNE BIVER,LDVG,3.0,13041,13.0,Bouches-du-Rhône,13041.0,Gardanne,"36,48%",ENSEMBLE CHANGEONS DE CAP POUR GARDANNE BIVER,13041,36.48,21174.0,43.453,5.48,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Gardanne,27.0,779.0
235,235,Gex,Bocquet Vincent,Found,Match successful.,1.0,MIEUX VIVRE À GEX,LDIV,1.0,1173,1.0,Ain,1173.0,Gex,"26,80%",MIEUX VIVRE À GEX,1173,26.8,,,,,,,,
236,236,Gif sur Yvette,Pierre-Patrick FAURE,Found,Match successful.,5.0,oser !,LDVG,1.0,91272,91.0,Essonne,91272.0,Gif-sur-Yvette,"29,09%",Oser !,91272,29.09,22352.0,48.699,2.128,Essonne,Île-de-France,Gif-sur-Yvette,12.0,1875.0
237,237,Grande-Synthe,Michèle Pinel Hattab,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
238,238,Grosmagny,Fleury Luc,Found,Match successful.,9.0,Avec vous pour notre village,,2.0,90054,90.0,Territoire de Belfort,90054.0,Grosmagny,"61,54%",Avec vous pour notre village,90054,61.54,534.0,47.718,6.881,Territoire de Belfort,Bourgogne-Franche-Comté,Grosmagny,9.0,60.0
239,239,Guérande,Rouault Bertrand,Found,Match successful.,3.0,VIVONS GUÉRANDE ÉCOLOGIQUE ET SOLIDAIRE,LDVG,4.0,44069,44.0,Loire-Atlantique,44069.0,Guérande,"15,84%",VIVONS GUÉRANDE ÉCOLOGIQUE ET SOLIDAIRE,44069,15.84,16151.0,47.331,-2.417,Loire-Atlantique,Pays de la Loire,Guérande,82.0,198.0
240,240,Hazebrouck,Stanislas Verhille,Found,Match successful.,31.0,"Hazebrouck Humaine, verte et sûre",LDVG,1.0,59295,59.0,Nord,59295.0,Hazebrouck,"23,76%","Hazebrouck Humaine, verte et sûre",59295,23.76,21498.0,50.726,2.539,Nord,Hauts-de-France,Hazebrouck,27.0,782.0
241,241,Hellemmes,Etienne Masson,City Not Found,The city does not exist in the Circonscription column.,,,,,0,,,,,,,,,,,,,,,,
242,242,Illkirch-Graffenstaden,Claude Froehly,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
243,243,Joingy,Mickael Pagnoux,Found,Match successful.,3.0,JOIGNY EN CONFIANCE,LDVG,1.0,89206,89.0,Yonne,89206.0,Joigny,"63,15%",JOIGNY EN CONFIANCE,89206,63.15,9218.0,48.009,3.41,Yonne,Bourgogne-Franche-Comté,Joigny,47.0,195.0
244,244,L’Haÿ-Les-Roses,Godreau François,Found,Match successful.,3.0,L'HAY EN COMMUN 2026 AVEC SOPHIAN MOUALHI,LDVG,2.0,94038,94.0,Val-de-Marne,94038.0,L'Haÿ-les-Roses,"45,33%",L'HAY EN COMMUN 2026 AVEC SOPHIAN MOUALHI,94038,45.33,31392.0,48.776,2.338,Val-de-Marne,Île-de-France,L'Haÿ-les-Roses,4.0,8049.0
245,245,L’Huisserie,Marc Tourny,Found,Match successful.,10.0,AVEC VOUS POUR VOUS,LDIV,1.0,53119,53.0,Mayenne,53119.0,L'Huisserie,"46,35%",AVEC VOUS POUR VOUS,53119,46.35,4435.0,48.017,-0.766,Mayenne,Pays de la Loire,L'Huisserie,15.0,293.0
246,246,L’Isle-Jourdain,Malbay Philippe,Found,Match successful.,11.0,L'ISLE-JOURDAIN EN ACTIONS,LDVG,5.0,32160,32.0,Gers,32160.0,L'Isle-Jourdain,"19,40%",L'ISLE-JOURDAIN EN ACTIONS,32160,19.4,9324.0,43.614,1.081,Gers,Occitanie,L'Isle-Jourdain,71.0,132.0
247,247,La Chapelle Sur Erdre,Barbelivien Frédéric,Found,Match successful.,7.0,La Chapelle ensemble,LDVG,1.0,44035,44.0,Loire-Atlantique,44035.0,La Chapelle-sur-Erdre,"47,92%",La Chapelle ensemble,44035,47.92,20331.0,47.304,-1.561,Loire-Atlantique,Pays de la Loire,La Chapelle-sur-Erdre,33.0,609.0
248,248,La Garenne Colombes,Lucie VAUZELAUD,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
249,249,Labruguière,Francis LACAN,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
250,250,Lagny Sur Marne,Christine Saelens,Found,Match successful.,34.0,LAGNY ÉCOLOGISTE ET SOLIDAIRE,LUG,2.0,77243,77.0,Seine-et-Marne,77243.0,Lagny-sur-Marne,"21,15%",LAGNY ÉCOLOGISTE ET SOLIDAIRE,77243,21.15,21191.0,48.873,2.71,Seine-et-Marne,Île-de-France,Lagny-sur-Marne,6.0,3660.0
251,251,Lamentin,Julio Rigah,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
252,252,Landéda,Plessis Isabelle,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
253,253,Landerneau,Fourfooz Fabrice,Found,Match successful.,2.0,Landerneau pour tous,LUG,2.0,29103,29.0,Finistère,29103.0,Landerneau,"24,39%",Landerneau pour tous,29103,24.39,16206.0,48.451,-4.264,Finistère,Bretagne,Landerneau,14.0,1187.0
254,254,Landivisiau,Gigan Donald,Found,Match successful.,11.0,Ensemble pour Landivisiau,LDVG,3.0,29105,29.0,Finistère,29105.0,Landivisiau,"33,51%",Ensemble pour Landivisiau,29105,33.51,9192.0,48.516,-4.061,Finistère,Bretagne,Landivisiau,19.0,481.0
255,255,Lanester,Emmanuel Martineau-Marceny,Found,Match successful.,11.0,Lanester ambitions communes,LUG,2.0,56098,56.0,Morbihan,56098.0,Lanester,"70,47%",Lanester ambitions communes,56098,70.47,23026.0,47.769,-3.326,Morbihan,Bretagne,Lanester,16.0,1419.0
256,256,Langueux,Traissac Valérie,Found,Match successful.,1.0,Langueux demain,LDVG,3.0,22106,22.0,Côtes-d'Armor,22106.0,Langueux,"30,25%",Langueux demain,22106,30.25,7886.0,48.5,-2.71,Côtes-d'Armor,Bretagne,Langueux,9.0,856.0
257,257,Larmor-Plage,Miles Jean-Louis,Found,Match successful.,1.0,Larmor-Plage Projet éco-citoyen,LDVG,1.0,56107,56.0,Morbihan,56107.0,Larmor-Plage,"29,85%",Larmor-Plage Projet éco-citoyen,56107,29.85,8318.0,47.716,-3.391,Morbihan,Bretagne,Larmor-Plage,8.0,994.0
258,258,Lavaur,Boul Jean,Found,Match successful.,21.0,CHANGEONS LAVAUR,LUG,2.0,81140,81.0,Tarn,81140.0,Lavaur,"20,25%",CHANGEONS LAVAUR,81140,20.25,10830.0,43.69,1.794,Tarn,Occitanie,Lavaur,63.0,172.0
259,259,Lavaur,Albouy Pomponne Pauline,Found,Match successful.,4.0,CHANGEONS LAVAUR,LUG,2.0,81140,81.0,Tarn,81140.0,Lavaur,"20,25%",CHANGEONS LAVAUR,81140,20.25,10830.0,43.69,1.794,Tarn,Occitanie,Lavaur,63.0,172.0
260,260,Le Bouscat,Jaugin Sylvie,Found,Match successful.,9.0,L'ELAN CITOYEN,LDVG,4.0,33069,33.0,Gironde,33069.0,Le Bouscat,"21,18%",L'ELAN CITOYEN,33069,21.18,24339.0,44.866,-0.602,Gironde,Nouvelle-Aquitaine,Le Bouscat,5.0,4618.0
261,261,Le Conquet,Casey Fiona,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
262,262,Le Kremlin-Bicêtre,Jonathan HEMERY,Found,Match successful.,19.0,LA FORCE DE L'HUMAIN,LUG,6.0,94043,94.0,Val-de-Marne,94043.0,Le Kremlin-Bicêtre,"26,88%",LA FORCE DE L'HUMAIN,94043,26.88,24380.0,48.809,2.357,Val-de-Marne,Île-de-France,Le Kremlin-Bicêtre,2.0,15729.0
263,263,Le Petit Quevilly,Roudergues Gérard,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
264,264,Le Petit Quevilly,Le Petitcorps Beatrice,Found,Match successful.,21.0,Ensemble et solidaires pour demain,LUG,1.0,76498,76.0,Seine-Maritime,76498.0,Le Petit-Quevilly,"52,75%",Ensemble et solidaires pour demain,76498,52.75,21782.0,49.424,1.06,Seine-Maritime,Normandie,Le Petit-Quevilly,4.0,4996.0
265,265,Le Pont De Claix,Ferrari Christophe,Found,Match successful.,1.0,UNIS POUR PONT DE CLAIX,LDVG,1.0,38317,38.0,Isère,38317.0,Le Pont-de-Claix,"100,00%",UNIS POUR PONT DE CLAIX,38317,100.0,10805.0,45.126,5.702,Isère,Auvergne-Rhône-Alpes,Le Pont-de-Claix,6.0,1899.0
266,266,Le Relecq Kerhuon,Chantal Guittet,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
267,267,Le Tholonet,Pierre-Yves THOULON,Found,Match successful.,9.0,Le Tholonet avec vous,,4.0,13109,13.0,Bouches-du-Rhône,13109.0,Le Tholonet,"26,38%",Le Tholonet avec vous,13109,26.38,2355.0,43.52,5.508,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Le Tholonet,11.0,217.0
268,268,Lège Cap-Ferret,Legrand Dominique,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
269,269,Les Lilas,Frontin Gwénaël,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
270,270,Les Lilas,Lavon Sigalit,Found,Match successful.,8.0,Les Lilas au coeur,LUG,3.0,93045,93.0,Seine-Saint-Denis,93045.0,Les Lilas,"74,70%",Les Lilas au coeur,93045,74.7,23469.0,48.882,2.42,Seine-Saint-Denis,Île-de-France,Les Lilas,1.0,18775.0
271,271,Les Trois-Îlets,Cypria Laurent,Found,Match successful.,16.0,TROIS-ILETS AVENIR - An chimen pou demen,LDVG,1.0,97231,972.0,Martinique,97231.0,Les Trois-Ilets,"41,46%",TROIS-ILETS AVENIR - An chimen pou demen,97231,41.46,6964.0,14.527,-61.037,Martinique,Martinique,Les Trois-Îlets,28.0,245.0
272,272,Lescar,Delvert Lionel,Found,Match successful.,24.0,"POUR VOUS et AVEC VOUS, CONTINUONS ENSEMBLE",LDVG,1.0,64335,64.0,Pyrénées-Atlantiques,64335.0,Lescar,"61,04%","POUR VOUS et AVEC VOUS, CONTINUONS ENSEMBLE",64335,61.04,9524.0,43.34,-0.428,Pyrénées-Atlantiques,Nouvelle-Aquitaine,Lescar,27.0,359.0
273,273,Livry-Gargan,Nathalie MATHIEU,Found,Match successful.,17.0,"Notre ambition : Livry-Gargan, notre force : Vous",LDVG,4.0,93046,93.0,Seine-Saint-Denis,93046.0,Livry-Gargan,"6,32%","Notre ambition : Livry-Gargan, notre force : Vous",93046,6.32,46028.0,48.92,2.535,Seine-Saint-Denis,Île-de-France,Livry-Gargan,7.0,6254.0
274,274,Livry-Gargan,Pascal MATHIEU,Found,Match successful.,4.0,"Notre ambition : Livry-Gargan, notre force : Vous",LDVG,4.0,93046,93.0,Seine-Saint-Denis,93046.0,Livry-Gargan,"6,32%","Notre ambition : Livry-Gargan, notre force : Vous",93046,6.32,46028.0,48.92,2.535,Seine-Saint-Denis,Île-de-France,Livry-Gargan,7.0,6254.0
275,275,Louvres,Brandy BOLOKO,Found,Match successful.,3.0,AGIR REUSSIR,LDVC,2.0,95351,95.0,Val-d'Oise,95351.0,Louvres,"31,75%",AGIR REUSSIR,95351,31.75,12083.0,49.042,2.504,Val-d'Oise,Île-de-France,Louvres,11.0,1065.0
